 v-sweep         v-sweep         vin             vout            vref           
 1.79200000e+00  1.79200000e+00  1.79200000e+00  1.79999954e+00  1.10000000e+00 
 1.79300000e+00  1.79300000e+00  1.79300000e+00  1.79999954e+00  1.10000000e+00 
 1.79400000e+00  1.79400000e+00  1.79400000e+00  1.79999954e+00  1.10000000e+00 
 1.79500000e+00  1.79500000e+00  1.79500000e+00  1.79999954e+00  1.10000000e+00 
 1.79600000e+00  1.79600000e+00  1.79600000e+00  1.79999954e+00  1.10000000e+00 
 1.79700000e+00  1.79700000e+00  1.79700000e+00  1.79999954e+00  1.10000000e+00 
 1.79800000e+00  1.79800000e+00  1.79800000e+00  1.79999954e+00  1.10000000e+00 
 1.79900000e+00  1.79900000e+00  1.79900000e+00  1.79999954e+00  1.10000000e+00 
 1.80000000e+00  1.80000000e+00  1.80000000e+00  1.79999954e+00  1.10000000e+00 
 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.37836921e-06  1.30000000e+00 
 1.00000000e-03  1.00000000e-03  1.00000000e-03  1.37839487e-06  1.30000000e+00 
 2.00000000e-03  2.00000000e-03  2.00000000e-03  1.37839673e-06  1.30000000e+00 
 3.00000000e-03  3.00000000e-03  3.00000000e-03  1.37839068e-06  1.30000000e+00 
 4.00000000e-03  4.00000000e-03  4.00000000e-03  1.37840207e-06  1.30000000e+00 
 5.00000000e-03  5.00000000e-03  5.00000000e-03  1.37839782e-06  1.30000000e+00 
 6.00000000e-03  6.00000000e-03  6.00000000e-03  1.37839418e-06  1.30000000e+00 
 7.00000000e-03  7.00000000e-03  7.00000000e-03  1.37839310e-06  1.30000000e+00 
 8.00000000e-03  8.00000000e-03  8.00000000e-03  1.37839163e-06  1.30000000e+00 
 9.00000000e-03  9.00000000e-03  9.00000000e-03  1.37839197e-06  1.30000000e+00 
 1.00000000e-02  1.00000000e-02  1.00000000e-02  1.37839318e-06  1.30000000e+00 
 1.10000000e-02  1.10000000e-02  1.10000000e-02  1.37839650e-06  1.30000000e+00 
 1.20000000e-02  1.20000000e-02  1.20000000e-02  1.37839605e-06  1.30000000e+00 
 1.30000000e-02  1.30000000e-02  1.30000000e-02  1.37839744e-06  1.30000000e+00 
 1.40000000e-02  1.40000000e-02  1.40000000e-02  1.37839302e-06  1.30000000e+00 
 1.50000000e-02  1.50000000e-02  1.50000000e-02  1.37839853e-06  1.30000000e+00 
 1.60000000e-02  1.60000000e-02  1.60000000e-02  1.37839259e-06  1.30000000e+00 
 1.70000000e-02  1.70000000e-02  1.70000000e-02  1.37839478e-06  1.30000000e+00 
 1.80000000e-02  1.80000000e-02  1.80000000e-02  1.37839240e-06  1.30000000e+00 
 1.90000000e-02  1.90000000e-02  1.90000000e-02  1.37839186e-06  1.30000000e+00 
 2.00000000e-02  2.00000000e-02  2.00000000e-02  1.37839873e-06  1.30000000e+00 
 2.10000000e-02  2.10000000e-02  2.10000000e-02  1.37839711e-06  1.30000000e+00 
 2.20000000e-02  2.20000000e-02  2.20000000e-02  1.37839606e-06  1.30000000e+00 
 2.30000000e-02  2.30000000e-02  2.30000000e-02  1.37840076e-06  1.30000000e+00 
 2.40000000e-02  2.40000000e-02  2.40000000e-02  1.37839619e-06  1.30000000e+00 
 2.50000000e-02  2.50000000e-02  2.50000000e-02  1.37839353e-06  1.30000000e+00 
 2.60000000e-02  2.60000000e-02  2.60000000e-02  1.37839486e-06  1.30000000e+00 
 2.70000000e-02  2.70000000e-02  2.70000000e-02  1.37839898e-06  1.30000000e+00 
 2.80000000e-02  2.80000000e-02  2.80000000e-02  1.37839319e-06  1.30000000e+00 
 2.90000000e-02  2.90000000e-02  2.90000000e-02  1.37839339e-06  1.30000000e+00 
 3.00000000e-02  3.00000000e-02  3.00000000e-02  1.37839222e-06  1.30000000e+00 
 3.10000000e-02  3.10000000e-02  3.10000000e-02  1.37839294e-06  1.30000000e+00 
 3.20000000e-02  3.20000000e-02  3.20000000e-02  1.37839099e-06  1.30000000e+00 
 3.30000000e-02  3.30000000e-02  3.30000000e-02  1.37838889e-06  1.30000000e+00 
 3.40000000e-02  3.40000000e-02  3.40000000e-02  1.37839629e-06  1.30000000e+00 
 3.50000000e-02  3.50000000e-02  3.50000000e-02  1.37839749e-06  1.30000000e+00 
 3.60000000e-02  3.60000000e-02  3.60000000e-02  1.37839454e-06  1.30000000e+00 
 3.70000000e-02  3.70000000e-02  3.70000000e-02  1.37839462e-06  1.30000000e+00 
 3.80000000e-02  3.80000000e-02  3.80000000e-02  1.37839671e-06  1.30000000e+00 
 3.90000000e-02  3.90000000e-02  3.90000000e-02  1.37839163e-06  1.30000000e+00 
 4.00000000e-02  4.00000000e-02  4.00000000e-02  1.37839747e-06  1.30000000e+00 
 4.10000000e-02  4.10000000e-02  4.10000000e-02  1.37839103e-06  1.30000000e+00 
 4.20000000e-02  4.20000000e-02  4.20000000e-02  1.37840132e-06  1.30000000e+00 
 4.30000000e-02  4.30000000e-02  4.30000000e-02  1.37839481e-06  1.30000000e+00 
 4.40000000e-02  4.40000000e-02  4.40000000e-02  1.37839540e-06  1.30000000e+00 
 4.50000000e-02  4.50000000e-02  4.50000000e-02  1.37839956e-06  1.30000000e+00 
 4.60000000e-02  4.60000000e-02  4.60000000e-02  1.37839524e-06  1.30000000e+00 
 4.70000000e-02  4.70000000e-02  4.70000000e-02  1.37840123e-06  1.30000000e+00 
 4.80000000e-02  4.80000000e-02  4.80000000e-02  1.37839977e-06  1.30000000e+00 
 4.90000000e-02  4.90000000e-02  4.90000000e-02  1.37839797e-06  1.30000000e+00 
 5.00000000e-02  5.00000000e-02  5.00000000e-02  1.37839406e-06  1.30000000e+00 
 5.10000000e-02  5.10000000e-02  5.10000000e-02  1.37839763e-06  1.30000000e+00 
 5.20000000e-02  5.20000000e-02  5.20000000e-02  1.37839866e-06  1.30000000e+00 
 5.30000000e-02  5.30000000e-02  5.30000000e-02  1.37839371e-06  1.30000000e+00 
 5.40000000e-02  5.40000000e-02  5.40000000e-02  1.37839527e-06  1.30000000e+00 
 5.50000000e-02  5.50000000e-02  5.50000000e-02  1.37839398e-06  1.30000000e+00 
 5.60000000e-02  5.60000000e-02  5.60000000e-02  1.37839183e-06  1.30000000e+00 
 5.70000000e-02  5.70000000e-02  5.70000000e-02  1.37839934e-06  1.30000000e+00 
 5.80000000e-02  5.80000000e-02  5.80000000e-02  1.37839493e-06  1.30000000e+00 
 5.90000000e-02  5.90000000e-02  5.90000000e-02  1.37839660e-06  1.30000000e+00 
 6.00000000e-02  6.00000000e-02  6.00000000e-02  1.37839353e-06  1.30000000e+00 
 6.10000000e-02  6.10000000e-02  6.10000000e-02  1.37840040e-06  1.30000000e+00 
 6.20000000e-02  6.20000000e-02  6.20000000e-02  1.37839093e-06  1.30000000e+00 
 6.30000000e-02  6.30000000e-02  6.30000000e-02  1.37839610e-06  1.30000000e+00 
 6.40000000e-02  6.40000000e-02  6.40000000e-02  1.37839321e-06  1.30000000e+00 
 6.50000000e-02  6.50000000e-02  6.50000000e-02  1.37839725e-06  1.30000000e+00 
 6.60000000e-02  6.60000000e-02  6.60000000e-02  1.37839616e-06  1.30000000e+00 
 6.70000000e-02  6.70000000e-02  6.70000000e-02  1.37839220e-06  1.30000000e+00 
 6.80000000e-02  6.80000000e-02  6.80000000e-02  1.37839872e-06  1.30000000e+00 
 6.90000000e-02  6.90000000e-02  6.90000000e-02  1.37839087e-06  1.30000000e+00 
 7.00000000e-02  7.00000000e-02  7.00000000e-02  1.37839818e-06  1.30000000e+00 
 7.10000000e-02  7.10000000e-02  7.10000000e-02  1.37838841e-06  1.30000000e+00 
 7.20000000e-02  7.20000000e-02  7.20000000e-02  1.37839838e-06  1.30000000e+00 
 7.30000000e-02  7.30000000e-02  7.30000000e-02  1.37839440e-06  1.30000000e+00 
 7.40000000e-02  7.40000000e-02  7.40000000e-02  1.37839515e-06  1.30000000e+00 
 7.50000000e-02  7.50000000e-02  7.50000000e-02  1.37839504e-06  1.30000000e+00 
 7.60000000e-02  7.60000000e-02  7.60000000e-02  1.37839846e-06  1.30000000e+00 
 7.70000000e-02  7.70000000e-02  7.70000000e-02  1.37840452e-06  1.30000000e+00 
 7.80000000e-02  7.80000000e-02  7.80000000e-02  1.37839723e-06  1.30000000e+00 
 7.90000000e-02  7.90000000e-02  7.90000000e-02  1.37839797e-06  1.30000000e+00 
 8.00000000e-02  8.00000000e-02  8.00000000e-02  1.37839337e-06  1.30000000e+00 
 8.10000000e-02  8.10000000e-02  8.10000000e-02  1.37839139e-06  1.30000000e+00 
 8.20000000e-02  8.20000000e-02  8.20000000e-02  1.37839102e-06  1.30000000e+00 
 8.30000000e-02  8.30000000e-02  8.30000000e-02  1.37839113e-06  1.30000000e+00 
 8.40000000e-02  8.40000000e-02  8.40000000e-02  1.37839387e-06  1.30000000e+00 
 8.50000000e-02  8.50000000e-02  8.50000000e-02  1.37839425e-06  1.30000000e+00 
 8.60000000e-02  8.60000000e-02  8.60000000e-02  1.37839982e-06  1.30000000e+00 
 8.70000000e-02  8.70000000e-02  8.70000000e-02  1.37839384e-06  1.30000000e+00 
 8.80000000e-02  8.80000000e-02  8.80000000e-02  1.37839765e-06  1.30000000e+00 
 8.90000000e-02  8.90000000e-02  8.90000000e-02  1.37839079e-06  1.30000000e+00 
 9.00000000e-02  9.00000000e-02  9.00000000e-02  1.37839770e-06  1.30000000e+00 
 9.10000000e-02  9.10000000e-02  9.10000000e-02  1.37840010e-06  1.30000000e+00 
 9.20000000e-02  9.20000000e-02  9.20000000e-02  1.37839197e-06  1.30000000e+00 
 9.30000000e-02  9.30000000e-02  9.30000000e-02  1.37839604e-06  1.30000000e+00 
 9.40000000e-02  9.40000000e-02  9.40000000e-02  1.37839516e-06  1.30000000e+00 
 9.50000000e-02  9.50000000e-02  9.50000000e-02  1.37839956e-06  1.30000000e+00 
 9.60000000e-02  9.60000000e-02  9.60000000e-02  1.37839576e-06  1.30000000e+00 
 9.70000000e-02  9.70000000e-02  9.70000000e-02  1.37839333e-06  1.30000000e+00 
 9.80000000e-02  9.80000000e-02  9.80000000e-02  1.37839778e-06  1.30000000e+00 
 9.90000000e-02  9.90000000e-02  9.90000000e-02  1.37839112e-06  1.30000000e+00 
 1.00000000e-01  1.00000000e-01  1.00000000e-01  1.37840047e-06  1.30000000e+00 
 1.01000000e-01  1.01000000e-01  1.01000000e-01  1.37839411e-06  1.30000000e+00 
 1.02000000e-01  1.02000000e-01  1.02000000e-01  1.37839751e-06  1.30000000e+00 
 1.03000000e-01  1.03000000e-01  1.03000000e-01  1.37839667e-06  1.30000000e+00 
 1.04000000e-01  1.04000000e-01  1.04000000e-01  1.37839167e-06  1.30000000e+00 
 1.05000000e-01  1.05000000e-01  1.05000000e-01  1.37838979e-06  1.30000000e+00 
 1.06000000e-01  1.06000000e-01  1.06000000e-01  1.37839120e-06  1.30000000e+00 
 1.07000000e-01  1.07000000e-01  1.07000000e-01  1.37839827e-06  1.30000000e+00 
 1.08000000e-01  1.08000000e-01  1.08000000e-01  1.37839727e-06  1.30000000e+00 
 1.09000000e-01  1.09000000e-01  1.09000000e-01  1.37839414e-06  1.30000000e+00 
 1.10000000e-01  1.10000000e-01  1.10000000e-01  1.37839695e-06  1.30000000e+00 
 1.11000000e-01  1.11000000e-01  1.11000000e-01  1.37839704e-06  1.30000000e+00 
 1.12000000e-01  1.12000000e-01  1.12000000e-01  1.37839345e-06  1.30000000e+00 
 1.13000000e-01  1.13000000e-01  1.13000000e-01  1.37839942e-06  1.30000000e+00 
 1.14000000e-01  1.14000000e-01  1.14000000e-01  1.37839564e-06  1.30000000e+00 
 1.15000000e-01  1.15000000e-01  1.15000000e-01  1.37839256e-06  1.30000000e+00 
 1.16000000e-01  1.16000000e-01  1.16000000e-01  1.37839535e-06  1.30000000e+00 
 1.17000000e-01  1.17000000e-01  1.17000000e-01  1.37839808e-06  1.30000000e+00 
 1.18000000e-01  1.18000000e-01  1.18000000e-01  1.37839801e-06  1.30000000e+00 
 1.19000000e-01  1.19000000e-01  1.19000000e-01  1.37839324e-06  1.30000000e+00 
 1.20000000e-01  1.20000000e-01  1.20000000e-01  1.37839118e-06  1.30000000e+00 
 1.21000000e-01  1.21000000e-01  1.21000000e-01  1.37839986e-06  1.30000000e+00 
 1.22000000e-01  1.22000000e-01  1.22000000e-01  1.37839323e-06  1.30000000e+00 
 1.23000000e-01  1.23000000e-01  1.23000000e-01  1.37838659e-06  1.30000000e+00 
 1.24000000e-01  1.24000000e-01  1.24000000e-01  1.37839231e-06  1.30000000e+00 
 1.25000000e-01  1.25000000e-01  1.25000000e-01  1.37839486e-06  1.30000000e+00 
 1.26000000e-01  1.26000000e-01  1.26000000e-01  1.37839775e-06  1.30000000e+00 
 1.27000000e-01  1.27000000e-01  1.27000000e-01  1.37839455e-06  1.30000000e+00 
 1.28000000e-01  1.28000000e-01  1.28000000e-01  1.37839235e-06  1.30000000e+00 
 1.29000000e-01  1.29000000e-01  1.29000000e-01  1.37839360e-06  1.30000000e+00 
 1.30000000e-01  1.30000000e-01  1.30000000e-01  1.37839057e-06  1.30000000e+00 
 1.31000000e-01  1.31000000e-01  1.31000000e-01  1.37839374e-06  1.30000000e+00 
 1.32000000e-01  1.32000000e-01  1.32000000e-01  1.37839316e-06  1.30000000e+00 
 1.33000000e-01  1.33000000e-01  1.33000000e-01  1.37839390e-06  1.30000000e+00 
 1.34000000e-01  1.34000000e-01  1.34000000e-01  1.37839965e-06  1.30000000e+00 
 1.35000000e-01  1.35000000e-01  1.35000000e-01  1.37839473e-06  1.30000000e+00 
 1.36000000e-01  1.36000000e-01  1.36000000e-01  1.37839541e-06  1.30000000e+00 
 1.37000000e-01  1.37000000e-01  1.37000000e-01  1.37839411e-06  1.30000000e+00 
 1.38000000e-01  1.38000000e-01  1.38000000e-01  1.37839568e-06  1.30000000e+00 
 1.39000000e-01  1.39000000e-01  1.39000000e-01  1.37839283e-06  1.30000000e+00 
 1.40000000e-01  1.40000000e-01  1.40000000e-01  1.37839297e-06  1.30000000e+00 
 1.41000000e-01  1.41000000e-01  1.41000000e-01  1.37839324e-06  1.30000000e+00 
 1.42000000e-01  1.42000000e-01  1.42000000e-01  1.37839208e-06  1.30000000e+00 
 1.43000000e-01  1.43000000e-01  1.43000000e-01  1.37839837e-06  1.30000000e+00 
 1.44000000e-01  1.44000000e-01  1.44000000e-01  1.37839833e-06  1.30000000e+00 
 1.45000000e-01  1.45000000e-01  1.45000000e-01  1.37839460e-06  1.30000000e+00 
 1.46000000e-01  1.46000000e-01  1.46000000e-01  1.37839835e-06  1.30000000e+00 
 1.47000000e-01  1.47000000e-01  1.47000000e-01  1.37839360e-06  1.30000000e+00 
 1.48000000e-01  1.48000000e-01  1.48000000e-01  1.37839941e-06  1.30000000e+00 
 1.49000000e-01  1.49000000e-01  1.49000000e-01  1.37839834e-06  1.30000000e+00 
 1.50000000e-01  1.50000000e-01  1.50000000e-01  1.37839853e-06  1.30000000e+00 
 1.51000000e-01  1.51000000e-01  1.51000000e-01  1.37839451e-06  1.30000000e+00 
 1.52000000e-01  1.52000000e-01  1.52000000e-01  1.37839941e-06  1.30000000e+00 
 1.53000000e-01  1.53000000e-01  1.53000000e-01  1.37839648e-06  1.30000000e+00 
 1.54000000e-01  1.54000000e-01  1.54000000e-01  1.37838814e-06  1.30000000e+00 
 1.55000000e-01  1.55000000e-01  1.55000000e-01  1.37838787e-06  1.30000000e+00 
 1.56000000e-01  1.56000000e-01  1.56000000e-01  1.37839669e-06  1.30000000e+00 
 1.57000000e-01  1.57000000e-01  1.57000000e-01  1.37838925e-06  1.30000000e+00 
 1.58000000e-01  1.58000000e-01  1.58000000e-01  1.37840002e-06  1.30000000e+00 
 1.59000000e-01  1.59000000e-01  1.59000000e-01  1.37839184e-06  1.30000000e+00 
 1.60000000e-01  1.60000000e-01  1.60000000e-01  1.37840140e-06  1.30000000e+00 
 1.61000000e-01  1.61000000e-01  1.61000000e-01  1.37839475e-06  1.30000000e+00 
 1.62000000e-01  1.62000000e-01  1.62000000e-01  1.37839017e-06  1.30000000e+00 
 1.63000000e-01  1.63000000e-01  1.63000000e-01  1.37839616e-06  1.30000000e+00 
 1.64000000e-01  1.64000000e-01  1.64000000e-01  1.37839299e-06  1.30000000e+00 
 1.65000000e-01  1.65000000e-01  1.65000000e-01  1.37839152e-06  1.30000000e+00 
 1.66000000e-01  1.66000000e-01  1.66000000e-01  1.37839953e-06  1.30000000e+00 
 1.67000000e-01  1.67000000e-01  1.67000000e-01  1.37839271e-06  1.30000000e+00 
 1.68000000e-01  1.68000000e-01  1.68000000e-01  1.37838896e-06  1.30000000e+00 
 1.69000000e-01  1.69000000e-01  1.69000000e-01  1.37839833e-06  1.30000000e+00 
 1.70000000e-01  1.70000000e-01  1.70000000e-01  1.37839155e-06  1.30000000e+00 
 1.71000000e-01  1.71000000e-01  1.71000000e-01  1.37840136e-06  1.30000000e+00 
 1.72000000e-01  1.72000000e-01  1.72000000e-01  1.37839138e-06  1.30000000e+00 
 1.73000000e-01  1.73000000e-01  1.73000000e-01  1.37839865e-06  1.30000000e+00 
 1.74000000e-01  1.74000000e-01  1.74000000e-01  1.37839590e-06  1.30000000e+00 
 1.75000000e-01  1.75000000e-01  1.75000000e-01  1.37839156e-06  1.30000000e+00 
 1.76000000e-01  1.76000000e-01  1.76000000e-01  1.37839847e-06  1.30000000e+00 
 1.77000000e-01  1.77000000e-01  1.77000000e-01  1.37839118e-06  1.30000000e+00 
 1.78000000e-01  1.78000000e-01  1.78000000e-01  1.37839890e-06  1.30000000e+00 
 1.79000000e-01  1.79000000e-01  1.79000000e-01  1.37839083e-06  1.30000000e+00 
 1.80000000e-01  1.80000000e-01  1.80000000e-01  1.37839877e-06  1.30000000e+00 
 1.81000000e-01  1.81000000e-01  1.81000000e-01  1.37839662e-06  1.30000000e+00 
 1.82000000e-01  1.82000000e-01  1.82000000e-01  1.37839015e-06  1.30000000e+00 
 1.83000000e-01  1.83000000e-01  1.83000000e-01  1.37839866e-06  1.30000000e+00 
 1.84000000e-01  1.84000000e-01  1.84000000e-01  1.37839783e-06  1.30000000e+00 
 1.85000000e-01  1.85000000e-01  1.85000000e-01  1.37839040e-06  1.30000000e+00 
 1.86000000e-01  1.86000000e-01  1.86000000e-01  1.37840136e-06  1.30000000e+00 
 1.87000000e-01  1.87000000e-01  1.87000000e-01  1.37839062e-06  1.30000000e+00 
 1.88000000e-01  1.88000000e-01  1.88000000e-01  1.37839272e-06  1.30000000e+00 
 1.89000000e-01  1.89000000e-01  1.89000000e-01  1.37839538e-06  1.30000000e+00 
 1.90000000e-01  1.90000000e-01  1.90000000e-01  1.37839256e-06  1.30000000e+00 
 1.91000000e-01  1.91000000e-01  1.91000000e-01  1.37839848e-06  1.30000000e+00 
 1.92000000e-01  1.92000000e-01  1.92000000e-01  1.37839814e-06  1.30000000e+00 
 1.93000000e-01  1.93000000e-01  1.93000000e-01  1.37839461e-06  1.30000000e+00 
 1.94000000e-01  1.94000000e-01  1.94000000e-01  1.37839795e-06  1.30000000e+00 
 1.95000000e-01  1.95000000e-01  1.95000000e-01  1.37839341e-06  1.30000000e+00 
 1.96000000e-01  1.96000000e-01  1.96000000e-01  1.37839155e-06  1.30000000e+00 
 1.97000000e-01  1.97000000e-01  1.97000000e-01  1.37839240e-06  1.30000000e+00 
 1.98000000e-01  1.98000000e-01  1.98000000e-01  1.37839509e-06  1.30000000e+00 
 1.99000000e-01  1.99000000e-01  1.99000000e-01  1.37839835e-06  1.30000000e+00 
 2.00000000e-01  2.00000000e-01  2.00000000e-01  1.37839175e-06  1.30000000e+00 
 2.01000000e-01  2.01000000e-01  2.01000000e-01  1.37839767e-06  1.30000000e+00 
 2.02000000e-01  2.02000000e-01  2.02000000e-01  1.37839071e-06  1.30000000e+00 
 2.03000000e-01  2.03000000e-01  2.03000000e-01  1.37839624e-06  1.30000000e+00 
 2.04000000e-01  2.04000000e-01  2.04000000e-01  1.37839671e-06  1.30000000e+00 
 2.05000000e-01  2.05000000e-01  2.05000000e-01  1.37839447e-06  1.30000000e+00 
 2.06000000e-01  2.06000000e-01  2.06000000e-01  1.37839102e-06  1.30000000e+00 
 2.07000000e-01  2.07000000e-01  2.07000000e-01  1.37839489e-06  1.30000000e+00 
 2.08000000e-01  2.08000000e-01  2.08000000e-01  1.37838990e-06  1.30000000e+00 
 2.09000000e-01  2.09000000e-01  2.09000000e-01  1.37839976e-06  1.30000000e+00 
 2.10000000e-01  2.10000000e-01  2.10000000e-01  1.37839089e-06  1.30000000e+00 
 2.11000000e-01  2.11000000e-01  2.11000000e-01  1.37839265e-06  1.30000000e+00 
 2.12000000e-01  2.12000000e-01  2.12000000e-01  1.37839889e-06  1.30000000e+00 
 2.13000000e-01  2.13000000e-01  2.13000000e-01  1.37839120e-06  1.30000000e+00 
 2.14000000e-01  2.14000000e-01  2.14000000e-01  1.37839912e-06  1.30000000e+00 
 2.15000000e-01  2.15000000e-01  2.15000000e-01  1.37839100e-06  1.30000000e+00 
 2.16000000e-01  2.16000000e-01  2.16000000e-01  1.37839703e-06  1.30000000e+00 
 2.17000000e-01  2.17000000e-01  2.17000000e-01  1.37839323e-06  1.30000000e+00 
 2.18000000e-01  2.18000000e-01  2.18000000e-01  1.37839681e-06  1.30000000e+00 
 2.19000000e-01  2.19000000e-01  2.19000000e-01  1.37839387e-06  1.30000000e+00 
 2.20000000e-01  2.20000000e-01  2.20000000e-01  1.37839856e-06  1.30000000e+00 
 2.21000000e-01  2.21000000e-01  2.21000000e-01  1.37839233e-06  1.30000000e+00 
 2.22000000e-01  2.22000000e-01  2.22000000e-01  1.37840107e-06  1.30000000e+00 
 2.23000000e-01  2.23000000e-01  2.23000000e-01  1.37839169e-06  1.30000000e+00 
 2.24000000e-01  2.24000000e-01  2.24000000e-01  1.37840067e-06  1.30000000e+00 
 2.25000000e-01  2.25000000e-01  2.25000000e-01  1.37839235e-06  1.30000000e+00 
 2.26000000e-01  2.26000000e-01  2.26000000e-01  1.37839669e-06  1.30000000e+00 
 2.27000000e-01  2.27000000e-01  2.27000000e-01  1.37839532e-06  1.30000000e+00 
 2.28000000e-01  2.28000000e-01  2.28000000e-01  1.37840122e-06  1.30000000e+00 
 2.29000000e-01  2.29000000e-01  2.29000000e-01  1.37839574e-06  1.30000000e+00 
 2.30000000e-01  2.30000000e-01  2.30000000e-01  1.37839980e-06  1.30000000e+00 
 2.31000000e-01  2.31000000e-01  2.31000000e-01  1.37839374e-06  1.30000000e+00 
 2.32000000e-01  2.32000000e-01  2.32000000e-01  1.37839304e-06  1.30000000e+00 
 2.33000000e-01  2.33000000e-01  2.33000000e-01  1.37838745e-06  1.30000000e+00 
 2.34000000e-01  2.34000000e-01  2.34000000e-01  1.37839776e-06  1.30000000e+00 
 2.35000000e-01  2.35000000e-01  2.35000000e-01  1.37839204e-06  1.30000000e+00 
 2.36000000e-01  2.36000000e-01  2.36000000e-01  1.37839679e-06  1.30000000e+00 
 2.37000000e-01  2.37000000e-01  2.37000000e-01  1.37839163e-06  1.30000000e+00 
 2.38000000e-01  2.38000000e-01  2.38000000e-01  1.37840132e-06  1.30000000e+00 
 2.39000000e-01  2.39000000e-01  2.39000000e-01  1.37839138e-06  1.30000000e+00 
 2.40000000e-01  2.40000000e-01  2.40000000e-01  1.37839446e-06  1.30000000e+00 
 2.41000000e-01  2.41000000e-01  2.41000000e-01  1.37839295e-06  1.30000000e+00 
 2.42000000e-01  2.42000000e-01  2.42000000e-01  1.37839571e-06  1.30000000e+00 
 2.43000000e-01  2.43000000e-01  2.43000000e-01  1.37838704e-06  1.30000000e+00 
 2.44000000e-01  2.44000000e-01  2.44000000e-01  1.37839482e-06  1.30000000e+00 
 2.45000000e-01  2.45000000e-01  2.45000000e-01  1.37839166e-06  1.30000000e+00 
 2.46000000e-01  2.46000000e-01  2.46000000e-01  1.37840004e-06  1.30000000e+00 
 2.47000000e-01  2.47000000e-01  2.47000000e-01  1.37839290e-06  1.30000000e+00 
 2.48000000e-01  2.48000000e-01  2.48000000e-01  1.37839177e-06  1.30000000e+00 
 2.49000000e-01  2.49000000e-01  2.49000000e-01  1.37839754e-06  1.30000000e+00 
 2.50000000e-01  2.50000000e-01  2.50000000e-01  1.37839560e-06  1.30000000e+00 
 2.51000000e-01  2.51000000e-01  2.51000000e-01  1.37839231e-06  1.30000000e+00 
 2.52000000e-01  2.52000000e-01  2.52000000e-01  1.37840062e-06  1.30000000e+00 
 2.53000000e-01  2.53000000e-01  2.53000000e-01  1.37839220e-06  1.30000000e+00 
 2.54000000e-01  2.54000000e-01  2.54000000e-01  1.37840013e-06  1.30000000e+00 
 2.55000000e-01  2.55000000e-01  2.55000000e-01  1.37839498e-06  1.30000000e+00 
 2.56000000e-01  2.56000000e-01  2.56000000e-01  1.37839891e-06  1.30000000e+00 
 2.57000000e-01  2.57000000e-01  2.57000000e-01  1.37839579e-06  1.30000000e+00 
 2.58000000e-01  2.58000000e-01  2.58000000e-01  1.37839851e-06  1.30000000e+00 
 2.59000000e-01  2.59000000e-01  2.59000000e-01  1.37839421e-06  1.30000000e+00 
 2.60000000e-01  2.60000000e-01  2.60000000e-01  1.37839756e-06  1.30000000e+00 
 2.61000000e-01  2.61000000e-01  2.61000000e-01  1.37839702e-06  1.30000000e+00 
 2.62000000e-01  2.62000000e-01  2.62000000e-01  1.37839055e-06  1.30000000e+00 
 2.63000000e-01  2.63000000e-01  2.63000000e-01  1.37839626e-06  1.30000000e+00 
 2.64000000e-01  2.64000000e-01  2.64000000e-01  1.37840483e-06  1.30000000e+00 
 2.65000000e-01  2.65000000e-01  2.65000000e-01  1.37839585e-06  1.30000000e+00 
 2.66000000e-01  2.66000000e-01  2.66000000e-01  1.37839208e-06  1.30000000e+00 
 2.67000000e-01  2.67000000e-01  2.67000000e-01  1.37839429e-06  1.30000000e+00 
 2.68000000e-01  2.68000000e-01  2.68000000e-01  1.37839367e-06  1.30000000e+00 
 2.69000000e-01  2.69000000e-01  2.69000000e-01  1.37839251e-06  1.30000000e+00 
 2.70000000e-01  2.70000000e-01  2.70000000e-01  1.37839812e-06  1.30000000e+00 
 2.71000000e-01  2.71000000e-01  2.71000000e-01  1.37839001e-06  1.30000000e+00 
 2.72000000e-01  2.72000000e-01  2.72000000e-01  1.37839142e-06  1.30000000e+00 
 2.73000000e-01  2.73000000e-01  2.73000000e-01  1.37839530e-06  1.30000000e+00 
 2.74000000e-01  2.74000000e-01  2.74000000e-01  1.37839426e-06  1.30000000e+00 
 2.75000000e-01  2.75000000e-01  2.75000000e-01  1.37839676e-06  1.30000000e+00 
 2.76000000e-01  2.76000000e-01  2.76000000e-01  1.37839512e-06  1.30000000e+00 
 2.77000000e-01  2.77000000e-01  2.77000000e-01  1.37840066e-06  1.30000000e+00 
 2.78000000e-01  2.78000000e-01  2.78000000e-01  1.37839428e-06  1.30000000e+00 
 2.79000000e-01  2.79000000e-01  2.79000000e-01  1.37838999e-06  1.30000000e+00 
 2.80000000e-01  2.80000000e-01  2.80000000e-01  1.37839481e-06  1.30000000e+00 
 2.81000000e-01  2.81000000e-01  2.81000000e-01  1.37839560e-06  1.30000000e+00 
 2.82000000e-01  2.82000000e-01  2.82000000e-01  1.37839617e-06  1.30000000e+00 
 2.83000000e-01  2.83000000e-01  2.83000000e-01  1.37840124e-06  1.30000000e+00 
 2.84000000e-01  2.84000000e-01  2.84000000e-01  1.37839151e-06  1.30000000e+00 
 2.85000000e-01  2.85000000e-01  2.85000000e-01  1.37839865e-06  1.30000000e+00 
 2.86000000e-01  2.86000000e-01  2.86000000e-01  1.37839266e-06  1.30000000e+00 
 2.87000000e-01  2.87000000e-01  2.87000000e-01  1.37839522e-06  1.30000000e+00 
